season,player_id,total_goals,total_assists,total_yellow_cards,total_red_cards,total_loss,total__win,total_draw,avg_minutes_played,number_played
20/21,127032,1,5,4,0,9,15,9,82.0,33
20/21,127108,2,0,0,0,3,1,2,73.5,6
20/21,127187,4,2,9,0,20,8,9,85.5945945945946,37
20/21,128229,1,2,1,0,10,5,2,26.41176470588235,17
20/21,128900,0,1,1,0,9,6,7,42.09090909090909,22
20/21,128901,0,0,5,0,9,15,14,90.0,38
20/21,128907,0,0,0,0,1,0,0,12.0,1
20/21,128909,0,0,0,0,3,1,2,84.16666666666667,6
20/21,128969,0,0,0,0,15,9,14,90.0,38
20/21,129078,4,4,2,0,13,13,6,86.53125,32
20/21,129476,4,5,3,0,13,6,9,75.21428571428571,28
20/21,129588,1,2,2,0,11,11,5,41.96296296296296,27
20/21,130164,0,0,2,0,15,13,10,90.0,38
20/21,130765,5,3,4,0,11,13,6,57.233333333333334,30
20/21,131789,9,8,0,0,3,32,3,79.05263157894737,38
20/21,131978,1,4,0,0,4,13,4,52.57142857142857,21
20/21,132098,18,2,4,0,8,13,8,89.3103448275862,29
20/21,134270,0,0,5,0,13,9,12,84.73529411764706,34
20/21,134294,22,2,3,0,16,15,7,74.05263157894737,38
20/21,134425,20,4,5,0,9,21,3,80.60606060606061,33
20/21,135343,2,0,5,0,14,5,3,76.0,22
20/21,135853,0,3,1,0,12,4,8,57.416666666666664,24
20/21,139208,5,1,1,0,3,32,3,90.0,38
20/21,140191,0,3,7,0,13,8,6,82.85185185185185,27
20/21,140579,1,0,0,1,18,3,0,30.285714285714285,21
20/21,141660,1,0,3,0,6,9,7,42.36363636363637,22
20/21,142310,0,1,3,0,4,9,9,90.0,22
20/21,143424,4,1,1,0,3,24,3,49.766666666666666,30
20/21,144028,5,3,0,0,13,6,12,64.93548387096774,31
20/21,145988,4,4,5,0,17,11,10,86.3157894736842,38
20/21,146164,0,0,1,0,10,2,5,38.23529411764706,17
20/21,146258,2,2,0,0,8,6,5,79.0,19
20/21,146690,2,4,7,0,12,14,12,90.0,38
20/21,146795,1,4,2,0,16,7,5,73.67857142857143,28
20/21,148153,3,3,9,0,13,9,14,89.75,36
20/21,148262,2,2,8,0,8,10,6,80.625,24
20/21,148368,4,3,1,0,3,23,2,25.178571428571427,28
20/21,148455,19,10,1,0,3,30,1,84.94117647058823,34
20/21,156941,5,3,5,0,11,12,11,72.23529411764706,34
20/21,157495,0,2,3,0,3,14,2,78.73684210526316,19
20/21,157506,3,2,2,0,8,6,3,60.88235294117647,17
20/21,157509,0,0,6,0,10,15,3,83.67857142857143,28
20/21,158703,0,0,0,0,1,1,0,3.0,2
20/21,159239,1,0,0,0,5,2,1,5.125,8
20/21,159372,1,4,1,0,15,6,4,60.2,25
20/21,161869,0,4,3,0,10,9,6,72.84,25
20/21,162029,0,1,5,0,8,6,7,76.14285714285714,21
20/21,163744,1,3,4,1,12,12,4,87.60714285714286,28
20/21,165793,0,0,0,0,3,6,1,24.2,10
20/21,166240,0,0,0,0,1,1,0,43.0,2
20/21,167799,0,1,5,0,15,12,6,83.33333333333333,33
20/21,168157,4,0,5,0,9,15,14,73.52631578947368,38
20/21,170321,0,0,2,0,6,6,4,76.8125,16
20/21,170472,0,0,0,0,2,0,1,19.333333333333332,3
20/21,171424,11,12,0,0,8,22,3,58.81818181818182,33
20/21,171679,4,4,1,0,7,15,14,78.91666666666667,36
20/21,173504,2,2,10,0,14,15,9,90.0,38
20/21,175169,3,2,2,0,10,9,8,47.370370370370374,27
20/21,175446,2,2,4,0,8,14,13,82.62857142857143,35
20/21,175722,0,2,5,0,4,11,4,70.57894736842105,19
20/21,176553,1,0,1,0,2,12,1,73.6,15
20/21,176591,0,1,0,0,7,2,1,33.2,10
20/21,177065,1,0,0,1,1,1,1,24.0,3
20/21,177476,2,2,2,0,16,7,6,86.37931034482759,29
20/21,177907,1,1,6,0,8,18,12,90.0,38
20/21,179184,1,1,0,0,6,7,3,14.0,16
20/21,181375,7,2,1,0,16,9,7,70.71875,32
20/21,181380,0,1,6,0,7,5,5,54.8235294117647,17
20/21,181579,5,3,9,0,16,15,7,90.0,38
20/21,181778,0,0,3,0,8,4,3,68.33333333333333,15
20/21,182201,1,0,1,0,8,2,4,67.57142857142857,14
20/21,182712,0,0,4,0,4,12,1,70.88235294117646,17
20/21,182877,17,7,1,0,6,16,10,82.5,32
20/21,182894,0,0,0,0,0,1,1,67.5,2
20/21,183288,0,0,7,0,5,12,7,72.29166666666667,24
20/21,183299,1,2,1,0,5,3,8,42.25,16
20/21,183318,1,0,5,0,8,8,8,86.625,24
20/21,183720,4,4,3,0,19,7,8,60.705882352941174,34
20/21,184528,0,1,0,0,8,5,4,59.94117647058823,17
20/21,184573,1,0,6,0,6,17,12,88.37142857142857,35
20/21,186368,1,0,0,1,6,3,4,36.46153846153846,13
20/21,186590,0,0,0,0,3,11,2,69.875,16
20/21,186997,0,3,2,0,8,5,6,39.0,19
20/21,191217,1,0,2,0,5,6,4,77.26666666666667,15
20/21,191614,0,0,8,0,7,13,9,74.44827586206897,29
20/21,192080,0,0,1,0,14,15,9,90.0,38
20/21,192279,0,0,0,0,11,18,4,90.0,33
20/21,192565,0,0,0,0,0,1,0,11.0,1
20/21,192765,0,0,6,0,5,8,5,79.55555555555556,18
20/21,193116,3,3,3,0,15,6,7,82.75,28
20/21,193469,1,0,1,0,12,3,2,85.11764705882354,17
20/21,195488,0,0,1,0,8,5,5,89.55555555555556,18
20/21,195633,0,1,3,0,7,11,6,81.08333333333333,24
20/21,195652,0,0,0,0,2,0,0,23.5,2
20/21,195906,0,0,0,0,7,0,2,14.666666666666666,9
20/21,196522,4,2,2,0,10,3,7,42.4,20
20/21,196948,0,0,5,0,7,10,4,83.42857142857143,21
20/21,197838,23,5,3,0,11,16,8,86.68571428571428,35
20/21,200512,18,9,3,0,3,29,3,78.71428571428571,35
20/21,201574,0,0,0,0,6,2,2,90.0,10
20/21,202886,0,1,0,0,2,5,0,29.285714285714285,7
20/21,203394,1,3,3,0,6,12,7,59.56,25
20/21,203460,8,6,8,0,19,9,8,89.83333333333333,36
20/21,203853,0,0,2,0,6,12,1,67.0,19
20/21,204103,4,9,1,0,9,15,13,70.43243243243244,37
20/21,204198,2,1,12,0,9,14,10,82.0,33
20/21,205503,0,0,1,0,7,2,2,68.72727272727273,11
20/21,206040,17,6,3,0,9,15,14,85.57894736842105,38
20/21,206225,1,2,3,1,10,10,9,76.75862068965517,29
20/21,207014,1,1,9,0,17,6,7,75.4,30
20/21,207929,8,4,2,0,8,9,8,74.08,25
20/21,209212,0,1,2,0,8,3,8,60.31578947368421,19
20/21,209781,0,0,0,0,0,0,3,6.333333333333333,3
20/21,212829,0,1,4,0,9,13,11,88.33333333333333,33
20/21,212847,3,1,4,0,12,7,12,86.12903225806451,31
20/21,213268,2,0,0,0,4,2,4,30.8,10
20/21,215118,1,1,5,0,4,4,6,78.78571428571429,14
20/21,215679,0,0,0,0,0,1,0,2.0,1
20/21,215876,3,2,1,0,8,15,5,90.0,28
20/21,217115,10,3,2,0,15,9,13,74.89189189189189,37
20/21,218087,0,0,0,0,2,8,3,45.46153846153846,13
20/21,221025,0,1,6,0,7,6,6,76.84210526315789,19
20/21,225083,3,0,4,0,10,8,4,78.77272727272727,22
20/21,225161,2,2,9,0,9,15,14,80.52631578947368,38
20/21,225452,0,0,0,0,3,0,0,8.0,3
20/21,225693,2,3,6,0,3,22,3,74.07142857142857,28
20/21,230541,0,0,0,0,6,1,1,25.875,8
20/21,232271,0,2,2,0,11,5,4,38.0,20
20/21,232418,0,0,0,0,7,2,1,72.9,10
20/21,233124,1,0,3,0,11,3,4,85.77777777777777,18
20/21,234189,6,2,4,0,19,8,7,57.38235294117647,34
20/21,234803,2,12,2,0,3,31,2,86.5,36
20/21,236953,0,0,4,0,9,4,4,76.11764705882354,17
20/21,238223,0,0,3,1,8,24,3,87.77142857142857,35
20/21,240306,8,7,2,0,0,9,5,85.21428571428571,14
20/21,241481,0,0,0,0,6,4,7,44.88235294117647,17
20/21,241641,6,7,5,0,9,22,3,59.6764705882353,34
20/21,242631,1,0,0,0,12,7,6,64.04,25
20/21,243028,1,1,4,0,15,12,7,89.94117647058823,34
20/21,245537,0,0,2,0,6,2,4,62.416666666666664,12
20/21,246968,8,4,0,0,12,15,6,61.18181818181818,33
20/21,249089,0,0,5,0,17,6,4,49.81481481481482,27
20/21,249126,0,0,9,0,8,15,8,71.93548387096774,31
20/21,249356,0,2,2,0,11,4,4,81.57894736842105,19
20/21,249513,0,4,6,0,14,8,5,86.48148148148148,27
20/21,249565,3,6,2,0,12,17,8,76.5945945945946,37
20/21,250478,1,2,4,0,14,7,7,81.96428571428571,28
20/21,251896,0,0,1,0,1,0,1,81.0,2
20/21,252755,0,0,0,0,4,1,0,21.2,5
20/21,253341,0,0,1,0,3,4,1,72.625,8
20/21,253677,2,2,7,0,17,8,8,87.96969696969697,33
20/21,255916,1,0,3,0,8,6,2,58.5,16
20/21,256178,0,0,7,0,2,24,2,71.39285714285714,28
20/21,256977,1,1,0,0,1,4,4,32.0,9
20/21,258889,3,1,1,0,21,7,4,51.375,32
20/21,258919,0,0,2,0,11,14,11,90.0,36
20/21,258923,17,9,3,0,6,15,10,85.64516129032258,31
20/21,262980,1,2,13,0,18,9,6,82.0909090909091,33
20/21,263236,0,1,2,0,3,1,2,46.0,6
20/21,263856,0,0,0,0,1,0,0,5.0,1
20/21,265078,2,0,0,0,2,5,5,24.583333333333332,12
20/21,272622,3,1,8,0,15,8,9,86.4375,32
20/21,272642,3,5,0,0,8,10,8,72.07692307692308,26
20/21,272999,4,2,5,0,14,11,11,84.27777777777777,36
20/21,274839,2,1,6,0,9,17,6,83.5625,32
20/21,277033,1,0,1,0,6,2,1,56.77777777777778,9
20/21,277179,0,0,1,0,2,4,0,70.33333333333333,6
20/21,279455,7,0,2,0,19,7,5,53.67741935483871,31
20/21,283528,0,0,1,0,4,1,2,9.571428571428571,7
20/21,283628,3,0,0,0,6,3,4,80.07692307692308,13
20/21,284165,3,1,2,0,3,7,4,50.214285714285715,14
20/21,285548,1,0,2,0,9,6,2,69.17647058823529,17
20/21,285845,0,2,6,0,4,9,7,69.15,20
20/21,286384,0,0,0,0,0,3,1,37.0,4
20/21,286949,1,0,3,0,14,7,5,69.92307692307692,26
20/21,289446,2,1,3,0,12,10,7,78.6896551724138,29
20/21,291422,6,4,1,0,8,12,10,41.1,30
20/21,292417,2,3,1,0,6,11,4,28.952380952380953,21
20/21,293569,0,0,2,0,2,5,3,80.6,10
20/21,294057,6,3,4,0,9,15,7,84.80645161290323,31
20/21,295330,5,4,1,0,8,7,5,48.05,20
20/21,295331,0,0,1,0,3,1,1,13.0,5
20/21,298477,6,0,4,0,12,14,10,58.861111111111114,36
20/21,300716,1,1,2,0,5,6,4,66.13333333333334,15
20/21,302215,2,3,1,0,2,13,3,45.166666666666664,18
20/21,303254,1,0,3,0,4,9,2,86.2,15
20/21,306024,13,1,9,0,14,12,10,73.05555555555556,36
20/21,314210,1,0,8,0,10,10,10,67.53333333333333,30
20/21,314353,4,13,5,0,3,32,3,83.57894736842105,38
20/21,314875,1,4,0,0,6,4,3,70.84615384615384,13
20/21,315131,0,0,1,0,0,2,1,45.333333333333336,3
20/21,315779,9,6,0,0,9,13,3,69.08,25
20/21,315969,4,1,2,0,5,14,8,65.5925925925926,27
20/21,316125,3,3,3,0,8,13,6,87.96296296296296,27
20/21,318077,1,1,7,0,6,10,13,52.0,29
20/21,319301,3,6,4,0,8,15,10,69.42424242424242,33
20/21,319745,0,2,1,0,6,12,6,70.83333333333333,24
20/21,320141,1,1,4,1,10,16,8,89.32352941176471,34
20/21,320411,1,1,8,0,19,9,6,74.5,34
20/21,321247,1,7,6,1,25,5,6,68.41666666666667,36
20/21,324882,0,0,5,0,16,7,6,63.275862068965516,29
20/21,331726,15,4,2,0,10,19,5,65.3529411764706,34
20/21,332341,6,2,6,0,26,5,6,67.5945945945946,37
20/21,333014,1,1,0,0,5,6,3,67.78571428571429,14
20/21,333241,2,2,6,0,16,11,11,71.0,38
20/21,337321,0,0,0,0,2,0,0,15.5,2
20/21,337800,0,0,0,0,1,3,3,8.857142857142858,7
20/21,340322,0,0,0,0,0,1,0,2.0,1
20/21,340324,2,0,0,1,3,7,3,48.69230769230769,13
20/21,340325,1,0,1,0,4,8,5,36.88235294117647,17
20/21,340329,1,1,2,0,10,10,9,29.03448275862069,29
20/21,340950,7,1,4,0,9,12,13,67.58823529411765,34
20/21,341051,0,0,1,0,3,6,4,72.76923076923077,13
20/21,341429,0,0,6,0,8,12,9,83.82758620689656,29
20/21,341501,1,1,4,0,6,9,5,44.45,20
20/21,342046,0,0,0,0,1,2,2,37.4,5
20/21,343475,0,0,3,1,22,5,3,88.2,30
20/21,344830,0,0,0,0,1,2,0,11.333333333333334,3
20/21,346018,1,0,4,0,23,3,2,82.32142857142857,28
20/21,346478,0,0,1,0,3,1,2,87.66666666666667,6
20/21,346483,7,6,3,0,12,19,6,77.70270270270271,37
20/21,346707,1,1,2,1,11,7,5,59.69565217391305,23
20/21,346779,4,3,0,0,12,13,5,36.86666666666667,30
20/21,348623,0,3,5,0,8,11,8,76.07407407407408,27
20/21,348795,0,2,6,0,8,10,10,53.107142857142854,28
20/21,354352,0,2,7,0,13,7,5,81.64,25
20/21,355861,0,0,0,0,10,1,3,44.857142857142854,14
20/21,357147,0,0,0,0,2,1,1,16.5,4
20/21,357158,0,0,1,0,4,6,6,40.3125,16
20/21,357565,3,2,8,0,8,24,3,71.02857142857142,35
20/21,357658,0,0,0,0,1,0,0,90.0,1
20/21,357662,1,3,6,0,19,10,9,90.0,38
20/21,357885,2,5,3,0,17,10,9,60.52777777777778,36
20/21,363205,14,8,3,0,8,23,3,59.61764705882353,34
20/21,364135,2,2,1,0,13,7,9,28.79310344827586,29
20/21,364258,0,0,1,0,6,3,5,48.42857142857143,14
20/21,378710,13,3,8,0,15,13,8,85.55555555555556,36
20/21,381362,5,1,3,0,12,6,3,85.23809523809524,21
20/21,391719,0,0,0,0,3,1,0,4.5,4
20/21,392765,0,0,0,0,1,0,1,48.5,2
20/21,392768,1,5,1,0,7,12,3,38.68181818181818,22
20/21,392770,0,0,0,0,1,1,0,9.5,2
20/21,392775,0,0,0,0,1,3,2,57.0,6
20/21,398065,6,8,0,0,12,17,7,58.05555555555556,36
20/21,398402,0,0,0,0,3,1,0,6.25,4
20/21,406008,0,0,1,0,7,3,1,71.27272727272727,11
20/21,406635,5,2,0,0,2,20,1,38.82608695652174,23
20/21,406638,0,0,0,0,0,4,3,10.571428571428571,7
20/21,410225,5,6,1,0,15,7,6,72.46428571428571,28
20/21,410425,1,0,4,0,9,5,8,57.36363636363637,22
20/21,412660,0,0,0,0,9,3,6,29.88888888888889,18
20/21,413220,0,1,1,0,4,6,3,77.6923076923077,13
20/21,413403,1,2,3,0,12,7,6,81.68,25
20/21,415646,0,0,0,0,1,0,0,6.0,1
20/21,419930,0,0,0,0,3,0,1,59.5,4
20/21,420808,0,0,0,0,2,0,0,4.5,2
20/21,421424,0,0,0,0,0,0,1,90.0,1
20/21,423744,0,0,0,0,0,5,1,32.0,6
20/21,425713,0,0,0,0,1,0,0,1.0,1
20/21,427568,0,1,0,0,21,9,7,90.0,37
20/21,429014,0,0,0,0,3,3,1,18.0,7
20/21,433177,1,5,6,0,7,9,10,67.42307692307692,26
20/21,433181,0,0,0,0,0,1,0,19.0,1
20/21,433183,0,0,0,0,0,1,0,15.0,1
20/21,433188,1,0,0,0,0,5,1,20.333333333333332,6
20/21,434207,3,2,0,0,11,7,6,52.541666666666664,24
20/21,434223,0,0,0,0,11,0,1,18.333333333333332,12
20/21,444208,3,2,1,0,9,9,3,31.476190476190474,21
20/21,444211,0,2,0,0,1,5,3,43.55555555555556,9
20/21,447661,3,2,8,0,20,9,7,72.44444444444444,36
20/21,450936,2,2,3,0,9,5,7,48.0,21
20/21,465830,0,2,6,0,7,7,10,72.83333333333333,24
20/21,466794,0,0,1,0,2,11,0,60.76923076923077,13
20/21,468002,0,0,0,0,0,1,2,90.0,3
20/21,469860,0,0,0,0,2,1,1,11.75,4
20/21,471690,0,2,7,0,26,4,6,90.0,36
20/21,472423,0,2,1,0,7,14,3,63.041666666666664,24
20/21,476237,0,0,1,0,8,5,6,62.26315789473684,19
20/21,477758,0,4,8,0,7,17,11,87.77142857142857,35
20/21,480116,0,0,2,0,5,2,1,79.75,8
20/21,480763,0,0,1,0,0,1,3,16.5,4
20/21,480987,1,0,1,0,8,2,2,75.91666666666667,12
20/21,484387,2,0,1,0,4,2,3,63.55555555555556,9
20/21,484389,0,0,0,0,1,0,0,16.0,1
20/21,485424,2,2,4,1,9,7,2,51.388888888888886,18
20/21,487465,3,3,3,0,6,13,10,31.96551724137931,29
20/21,503680,0,0,1,0,1,4,1,38.333333333333336,6
20/21,503733,0,1,0,0,4,3,4,40.0,11
20/21,503795,0,0,0,0,4,1,0,88.2,5
20/21,504148,0,1,2,0,3,3,3,69.0,9
20/21,505194,0,1,0,0,2,1,0,89.33333333333333,3
20/21,505219,0,0,0,0,0,1,0,8.0,1
20/21,507700,1,1,6,0,3,8,6,59.1764705882353,17
20/21,525247,0,0,0,0,1,1,1,61.333333333333336,3
20/21,532826,10,1,0,0,7,13,11,42.354838709677416,31
20/21,534033,0,0,0,0,2,3,4,39.111111111111114,9
20/21,547534,0,0,0,0,5,0,0,6.4,5
20/21,552655,0,0,0,0,1,1,0,3.0,2
20/21,563306,0,0,0,0,1,0,0,1.0,1
20/21,565822,0,0,0,0,0,2,0,3.5,2
20/21,571743,0,0,0,0,0,1,0,4.0,1
20/21,584769,2,6,5,0,14,15,9,88.02631578947368,38
20/21,598958,0,0,0,0,1,0,0,2.0,1
20/21,626724,0,0,0,0,3,0,0,7.333333333333333,3
20/21,655488,3,0,1,0,3,3,8,46.857142857142854,14
20/21,661053,0,0,0,0,2,1,1,74.75,4
20/21,703470,0,0,0,0,1,0,1,6.5,2
20/21,730893,0,0,1,0,3,0,1,48.25,4
21/22,3333,0,1,3,0,7,13,6,40.80769230769231,26
21/22,6636,0,0,4,0,3,6,0,78.0,9
21/22,10003,0,0,0,0,0,3,0,5.333333333333333,3
21/22,13520,0,0,1,1,6,4,0,52.7,10
21/22,14555,0,0,0,0,0,1,0,90.0,1
21/22,15773,0,0,2,0,3,1,0,68.25,4
21/22,16911,0,0,0,0,12,20,6,90.0,38
21/22,17965,0,0,0,0,12,18,8,90.0,38
21/22,19948,0,0,0,0,0,0,1,90.0,1
21/22,22614,0,0,2,0,5,2,4,48.27272727272727,11
21/22,26267,0,2,6,0,3,16,2,56.38095238095238,21
21/22,26399,4,1,0,0,1,9,2,46.5,12
21/22,27486,0,0,0,0,1,2,0,90.0,3
21/22,27511,1,1,3,0,9,6,5,90.0,20
21/22,29241,2,0,5,0,8,11,4,84.26086956521739,23
21/22,29364,1,1,5,0,14,11,8,76.78787878787878,33
21/22,29692,0,0,2,0,10,17,8,90.0,35
21/22,29712,0,0,0,0,2,0,0,45.5,2
21/22,31835,0,0,1,0,6,12,3,33.61904761904762,21
21/22,33713,3,3,0,0,9,8,5,74.5909090909091,22
21/22,35416,8,1,7,0,26,7,2,68.62857142857143,35
21/22,36827,0,0,2,0,7,3,3,59.0,13
21/22,37304,0,0,0,0,4,3,4,18.272727272727273,11
21/22,37920,0,1,0,0,2,1,0,49.666666666666664,3
21/22,38094,0,0,1,0,2,0,2,57.0,4
21/22,39381,11,2,1,0,9,9,2,46.1,20
21/22,40611,0,1,5,0,14,9,6,89.62068965517241,29
21/22,40613,0,0,2,0,8,4,4,84.5625,16
21/22,41416,0,2,3,0,8,5,5,81.72222222222223,18
21/22,42412,2,2,6,0,8,15,5,88.42857142857143,28
21/22,42710,1,0,2,0,8,14,3,89.64,25
21/22,43084,0,0,0,0,0,2,0,57.0,2
21/22,43530,1,1,0,0,10,7,13,53.0,30
21/22,43763,0,2,1,0,9,7,4,63.15,20
21/22,44068,1,2,0,0,1,7,1,56.77777777777778,9
21/22,44792,0,0,0,1,6,1,3,81.0,10
21/22,45026,0,0,1,0,16,12,9,90.0,37
21/22,45333,0,0,1,0,7,6,3,51.4375,16
21/22,45671,0,0,1,0,3,1,1,8.8,5
21/22,46001,0,0,3,0,8,11,6,63.08,25
21/22,46220,0,2,1,0,9,6,1,26.0625,16
21/22,46741,1,0,1,1,7,8,5,69.8,20
21/22,47713,0,0,0,0,2,2,0,68.75,4
21/22,48002,3,0,4,0,8,13,7,89.03571428571429,28
21/22,48066,1,0,1,0,10,4,4,21.27777777777778,18
21/22,48280,10,3,3,0,4,13,9,52.61538461538461,26
21/22,49499,2,0,1,0,9,20,9,77.57894736842105,38
21/22,49542,3,0,1,0,12,3,1,45.5,16
21/22,49755,0,0,1,0,6,1,0,36.857142857142854,7
21/22,50201,10,1,3,0,14,8,8,60.56666666666667,30
21/22,50362,0,0,1,0,4,3,1,32.625,8
21/22,51152,3,3,3,0,16,3,8,51.48148148148148,27
21/22,51321,0,0,0,0,1,2,0,90.0,3
21/22,51471,0,1,4,0,8,14,5,67.33333333333333,27
21/22,52119,0,1,2,0,11,6,5,80.68181818181819,22
21/22,52495,0,1,5,0,24,5,2,83.41935483870968,31
21/22,52570,0,0,0,0,4,4,0,90.0,8
21/22,52769,1,5,0,0,9,13,3,56.28,25
21/22,53360,1,2,3,0,15,8,8,40.516129032258064,31
21/22,53622,13,3,1,0,4,21,3,72.53571428571429,28
21/22,54383,0,2,4,0,23,7,1,83.09677419354838,31
21/22,57500,1,2,5,1,4,14,8,84.26923076923077,26
21/22,58864,10,3,2,0,11,13,5,80.58620689655173,29
21/22,59377,0,1,0,0,5,12,9,88.26923076923077,26
21/22,59641,0,0,1,0,3,0,0,90.0,3
21/22,60444,1,0,4,0,7,12,5,77.41666666666667,24
21/22,60558,0,0,2,0,2,0,0,61.0,2
21/22,61560,1,5,2,0,8,18,5,56.193548387096776,31
21/22,61592,0,0,1,0,4,2,2,69.0,8
21/22,61651,1,1,0,0,5,9,7,81.28571428571429,21
21/22,61653,1,1,0,0,2,2,0,57.0,4
21/22,61814,0,0,0,0,0,1,0,90.0,1
21/22,61832,0,0,2,1,10,2,6,69.22222222222223,18
21/22,61842,1,5,0,0,16,11,7,66.44117647058823,34
21/22,62121,0,0,0,0,1,0,0,9.0,1
21/22,62688,1,0,1,0,9,5,1,90.0,15
21/22,63200,3,0,4,0,10,6,6,60.63636363636363,22
21/22,64399,0,0,2,0,18,11,8,90.0,37
21/22,65976,2,0,2,0,13,4,2,28.789473684210527,19
21/22,66100,1,1,6,0,9,7,5,84.14285714285714,21
21/22,66333,0,0,2,0,5,3,6,59.5,14
21/22,66934,1,0,4,0,16,12,8,86.75,36
21/22,67063,6,3,0,0,9,5,10,64.54166666666667,24
21/22,67416,0,0,1,0,1,0,0,15.0,1
21/22,67420,0,0,7,0,15,18,5,89.47368421052632,38
21/22,67421,3,1,4,0,18,5,7,86.13333333333334,30
21/22,68390,0,3,0,0,8,11,6,64.48,25
21/22,69015,0,1,2,0,5,4,6,24.2,15
21/22,71271,0,0,0,0,1,1,1,90.0,3
21/22,71292,1,3,7,0,12,11,7,87.23333333333333,30
21/22,72476,0,0,0,1,12,17,6,89.48571428571428,35
21/22,73547,0,0,6,0,24,7,1,69.46875,32
21/22,74300,1,1,8,1,13,10,8,76.25806451612904,31
21/22,74683,0,1,2,0,5,14,1,55.05,20
21/22,74810,2,0,3,0,13,10,7,89.8,30
21/22,74960,0,0,0,0,3,5,5,90.0,13
21/22,75067,1,0,4,1,11,12,2,87.48,25
21/22,75458,0,0,1,0,2,2,3,90.0,7
21/22,77100,3,4,1,0,10,15,5,46.766666666666666,30
21/22,77274,2,1,1,0,18,4,11,55.303030303030305,33
21/22,78959,0,0,0,0,1,0,0,1.0,1
21/22,79027,0,0,0,0,2,3,2,30.142857142857142,7
21/22,82105,1,2,2,0,1,5,4,69.1,10
21/22,82442,4,0,1,0,3,8,6,43.94117647058823,17
21/22,82873,3,8,3,0,14,8,12,72.94117647058823,34
21/22,85177,0,1,2,0,6,5,2,88.23076923076923,13
21/22,85475,0,0,4,0,10,9,5,86.75,24
21/22,85706,0,1,6,0,24,4,2,90.0,30
21/22,86202,1,0,0,0,2,11,6,90.0,19
21/22,86792,0,2,2,0,7,4,3,39.42857142857143,14
21/22,88103,6,5,4,0,8,8,7,77.21739130434783,23
21/22,88590,0,0,0,0,1,2,0,14.666666666666666,3
21/22,88755,6,12,1,0,3,17,5,80.04,25
21/22,89231,2,0,2,0,13,5,4,62.18181818181818,22
21/22,90466,6,5,2,0,11,17,8,62.611111111111114,36
21/22,91059,0,0,0,0,5,4,2,12.545454545454545,11
21/22,91317,3,3,7,0,19,10,9,89.76315789473684,38
21/22,91845,17,10,0,0,12,17,8,84.48648648648648,37
21/22,92469,0,3,2,0,5,7,6,75.05555555555556,18
21/22,92571,0,8,3,0,9,19,8,88.11111111111111,36
21/22,92572,0,1,5,0,12,8,6,86.73076923076923,26
21/22,92738,4,5,6,0,15,15,5,68.48571428571428,35
21/22,93720,13,2,3,0,12,14,5,62.225806451612904,31
21/22,94005,0,0,0,0,0,1,0,90.0,1
21/22,95424,1,1,1,0,3,16,5,81.08333333333333,24
21/22,95976,0,0,2,0,15,8,7,90.0,30
21/22,98240,1,0,3,0,11,5,6,86.04545454545455,22
21/22,99331,3,0,3,1,14,11,5,85.83333333333333,30
21/22,99397,0,0,3,0,14,7,4,90.0,25
21/22,101500,3,2,0,0,17,5,6,48.857142857142854,28
21/22,102017,7,1,2,0,5,16,7,71.92857142857143,28
21/22,102258,1,1,5,0,16,10,8,90.0,34
21/22,104124,10,5,3,0,6,14,6,76.26923076923077,26
21/22,105470,1,0,1,0,7,18,8,90.0,33
21/22,108354,1,3,4,0,17,10,6,63.54545454545455,33
21/22,108725,12,3,0,0,18,9,6,83.36363636363636,33
21/22,110864,0,1,1,0,22,4,11,90.0,37
21/22,111051,0,1,5,0,9,11,3,63.391304347826086,23
21/22,111114,0,0,2,0,5,1,2,79.5,8
21/22,111195,1,1,3,0,11,6,11,81.5,28
21/22,111422,0,0,0,0,4,0,1,23.4,5
21/22,111455,1,2,6,1,10,15,6,81.48387096774194,31
21/22,111524,0,0,0,0,0,0,1,90.0,1
21/22,111630,1,0,6,0,8,10,5,30.608695652173914,23
21/22,111873,0,0,1,0,15,16,7,90.0,38
21/22,112515,2,0,2,0,2,8,3,73.76923076923077,13
21/22,112988,0,1,1,0,3,5,2,74.5,10
21/22,113036,0,0,3,0,13,2,4,78.42105263157895,19
21/22,118534,3,1,4,0,11,16,8,85.42857142857143,35
21/22,120629,0,0,2,0,18,5,13,90.0,36
21/22,121324,0,1,7,1,24,5,2,84.83870967741936,31
21/22,121477,3,0,5,0,5,13,4,87.54545454545455,22
21/22,122153,3,5,3,0,5,13,8,72.92307692307692,26
21/22,122155,1,1,0,0,7,6,4,65.58823529411765,17
21/22,123275,1,1,2,0,7,1,2,76.0,10
21/22,123682,12,5,2,0,11,10,5,80.1923076923077,26
21/22,126422,0,0,6,0,9,11,4,85.5,24
21/22,126664,0,7,2,1,10,13,7,89.4,30
21/22,127032,2,3,0,0,6,8,5,84.63157894736842,19
21/22,127187,2,3,6,0,10,15,4,84.55172413793103,29
21/22,128229,1,1,3,0,5,8,6,55.526315789473685,19
21/22,128899,0,0,0,0,0,1,0,90.0,1
21/22,128901,1,0,5,0,17,12,8,89.29729729729729,37
21/22,128909,0,2,3,0,7,2,2,79.63636363636364,11
21/22,128969,0,0,1,0,6,3,5,90.0,14
21/22,129078,2,3,1,0,16,9,4,59.6551724137931,29
21/22,129588,1,1,0,0,4,10,1,48.2,15
